firm_id,year,industry,region,size,base_prod,policy_eligible,post,treated,employment,capital,log_prod,output,wage,exports,profits
F005,2015,Services,West,small,-0.06390191383887961,0,0,0,36,30356.245950444256,0.0356371091348055,206445.06257997893,33.44735463989536,41485.95626055156,13805.5299575472
F005,2016,Services,West,small,-0.06390191383887961,0,0,0,23,28245.582853095104,-0.08530981769448594,136563.44674119013,32.31648535736607,11014.45094846807,14075.310624078467
F005,2017,Services,West,small,-0.06390191383887961,0,0,0,21,21879.788931660776,-0.06842398560623131,121384.16506555934,29.74605758505425,NA,18623.85456457759
F005,2018,Services,West,small,-0.06390191383887961,0,0,0,36,34877.40249782055,0.05916186944270792,167518.93107291745,32.544064672062156,53258.53287036934,28827.772408472974
F005,2019,Services,West,small,-0.06390191383887961,0,0,0,21,23379.97473805265,0.07115362287864396,156533.1714931868,30.691969817019316,31621.812726004093,31012.25706886008
F005,2020,Services,West,small,-0.06390191383887961,0,1,0,32,26972.84267460863,-0.03939472120063373,241614.5860579874,26.722854727879774,64637.95490160122,30387.884136672736
F005,2021,Services,West,small,-0.06390191383887961,0,1,0,30,23855.419572561834,-0.03246846784653619,82726.59582895362,28.416881259320895,20339.83050198256,9204.786081417744
F005,2022,Services,West,small,-0.06390191383887961,0,1,0,20,17776.61390763197,0.1283798805816046,127803.10735696337,31.5390761847812,42921.22510022814,8793.22851311085
F005,2023,Services,West,small,-0.06390191383887961,0,1,0,43,28478.666627085087,0.12304858115586899,224929.31091166238,23.360366857770185,68984.47951897157,20053.53759533869
F005,2024,Services,West,small,-0.06390191383887961,0,1,0,25,11525.581799557149,0.11929735340037119,129930.36101434458,25.51765600737834,33129.3720950586,21999.18358158845
F006,2015,Tech,West,large,0.2327582253712206,0,0,0,315,17344.128378004192,0.17581214105544313,398939.06137299456,27.349273777542468,33373.35424361775,34421.58722796868
F006,2016,Tech,West,large,0.2327582253712206,0,0,0,191,30323.226959861007,0.1337083746358704,272069.1694443118,34.009122893930794,83666.90277614382,28972.08115844752
F006,2017,Tech,West,large,0.2327582253712206,0,0,0,185,37575.111059176124,0.3291375692665405,415274.7693727123,27.287684704671182,88840.5606205767,40958.28150067081
F006,2018,Tech,West,large,0.2327582253712206,0,0,0,218,14365.487823442641,0.2736568116614381,259773.60981533825,28.02578859267723,48389.71648725773,16788.34590530733
F006,2019,Tech,West,large,0.2327582253712206,0,0,0,198,36824.140936854536,0.3741883463346001,452955.4854658348,26.992719376082427,59567.70589235222,66850.7981059251
F006,2020,Tech,West,large,0.2327582253712206,0,1,0,198,15260.666867179123,0.17927107957803906,296323.7802581585,24.1106515601348,42964.0302594511,48443.15763927157
F006,2021,Tech,West,large,0.2327582253712206,0,1,0,169,19757.489173196635,0.4408227749742216,418877.15196894784,34.929265090305286,51328.429010827094,44292.06385616559
F006,2022,Tech,West,large,0.2327582253712206,0,1,0,153,15285.77203293672,0.2766344207327097,369296.88104642194,31.4881666857035,100973.365382701,32335.969701485294
F006,2023,Tech,West,large,0.2327582253712206,0,1,0,264,22839.80905186659,0.30112900118207464,366791.8438783563,31.434584593180784,72283.51774307387,44165.54525608964
F006,2024,Tech,West,large,0.2327582253712206,0,1,0,173,24765.29335803948,0.34358866829997914,516254.97829825914,30.90009610042191,132376.56401640322,65759.06911781746
F007,2015,Services,West,small,0.3337281463438681,0,0,0,20,25443.784064456395,0.2814021010076651,240085.0274949227,30.33125793240836,74753.28427709869,26861.570156295
F007,2016,Services,West,small,0.3337281463438681,0,0,0,26,18999.65801479389,0.35896675966569586,160347.57149353088,32.6322637641912,11502.528442361232,8158.614146537845
F007,2017,Services,West,small,0.3337281463438681,0,0,0,24,21875.470489652867,0.3024080079741831,155682.01083142558,27.239817204152665,17849.438328956643,16799.612326021557
F007,2018,Services,West,small,0.3337281463438681,0,0,0,16,24490.8718330843,0.38153458903264437,165575.63905977437,26.57592702708266,12379.118905588479,20069.609810082256
F007,2019,Services,West,small,0.3337281463438681,0,0,0,27,15672.33256597548,0.30300808133252854,163377.6179196624,30.369959100252448,27393.57328512005,11422.683240218757
F007,2020,Services,West,small,0.3337281463438681,0,1,0,32,17233.246467311914,0.32020458890345704,247827.6733428974,30.207514383703366,13970.740009005363,10182.075668916403
F007,2021,Services,West,small,0.3337281463438681,0,1,0,33,35683.767240407746,0.45812422196559877,361134.67340887344,29.19408330566828,92723.90254315732,51269.48734943872
F007,2022,Services,West,small,0.3337281463438681,0,1,0,34,7835.358737256755,0.5795042066215552,245574.67205319888,32.28195868944357,50053.19581681698,41297.990116274304
F007,2023,Services,West,small,0.3337281463438681,0,1,0,22,30777.61124655272,0.3911901200177171,167519.27795038687,30.9973296337426,16115.214587000524,19174.814788240357
F007,2024,Services,West,small,0.3337281463438681,0,1,0,27,31920.763875757297,0.3678395537214751,218299.55366449978,25.954034066328408,40855.904718823425,27528.787017667346
F008,2015,Services,East,medium,-0.21731794096886045,0,0,0,59,35342.31315735993,-0.14086917359782475,164999.1276340264,27.92836303188167,20074.185127032873,11917.655304957707
F008,2016,Services,East,medium,-0.21731794096886045,0,0,0,66,19138.46552312496,-0.22869032498474093,229666.28663705214,25.352932110181623,62501.50421637744,40695.18038013092
F008,2017,Services,East,medium,-0.21731794096886045,0,0,0,56,29554.62257935858,-0.14248486974828295,173133.2707593324,23.749169273673427,46358.80987765842,16105.927299218161
F008,2018,Services,East,medium,-0.21731794096886045,0,0,0,57,23751.565906746524,-0.3175961769486788,168503.6909278876,25.138083296716182,31810.328354008165,24914.272199156756
F008,2019,Services,East,medium,-0.21731794096886045,0,0,0,97,17618.556625628233,-0.1363652824604617,152169.25450322122,24.99275414006486,18282.60118456793,11971.355556654324
F008,2020,Services,East,medium,-0.21731794096886045,0,1,0,74,26728.79676503336,0.0020431807630665044,277433.4456939307,27.834779807498304,67418.43539219136,32241.5283916406
F008,2021,Services,East,medium,-0.21731794096886045,0,1,0,74,25074.904111292766,-0.1384865888880485,215885.5601289157,26.25514321829016,50986.107490586524,23132.978871282347
F008,2022,Services,East,medium,-0.21731794096886045,0,1,0,134,19222.59485284157,-0.04611353469211606,232037.76707880443,27.01028043684156,79299.08002347247,21568.77511800178
F008,2023,Services,East,medium,-0.21731794096886045,0,1,0,79,18750.346345333288,-0.12903055621367365,187540.33619670512,25.1682028426989,22922.435013016617,28692.47505679394
F008,2024,Services,East,medium,-0.21731794096886045,0,1,0,68,20069.164915191952,-0.048958216212803746,149767.69966524604,27.585232527571115,7706.479205065059,8125.731937495604
F009,2015,Manufacturing,North,medium,0.013871738666275647,1,0,0,100,30500.6867020253,-0.016092986572542812,213743.09958825933,28.287811444456175,73882.70718885791,27373.80217176229
F009,2016,Manufacturing,North,medium,0.013871738666275647,1,0,0,69,25126.45390502034,-0.009537518091105257,194873.09910352115,25.376430831706088,37406.71134358653,17703.865490250522
F009,2017,Manufacturing,North,medium,0.013871738666275647,1,0,0,121,15942.440241186463,0.0675448327642674,274972.30666322756,21.777078261592884,82083.30593890988,37097.80082881682
F009,2018,Manufacturing,North,medium,0.013871738666275647,1,0,0,71,28509.780577343736,0.08294567454361855,258392.3596375818,27.113377985567013,65894.6413235653,35227.12189029795
F009,2019,Manufacturing,North,medium,0.013871738666275647,1,0,0,66,22506.315971947966,0.15436178405456005,238921.61266167168,29.551726559596336,83664.24120314627,23342.851452240837
F009,2020,Manufacturing,North,medium,0.013871738666275647,1,1,1,56,33399.136982541466,0.21969099666095077,203174.03694425023,35.846157314548066,65465.15578687358,32542.97010324269
F009,2021,Manufacturing,North,medium,0.013871738666275647,1,1,1,88,16762.97053656391,0.09474287254222605,197774.33718478133,30.294688627531922,41077.73367256177,42889.6316484852
F009,2022,Manufacturing,North,medium,0.013871738666275647,1,1,1,124,13121.470588983226,0.13997138645872462,200094.8483329283,22.846435685237935,76136.15978024376,31142.008146176573
F009,2023,Manufacturing,North,medium,0.013871738666275647,1,1,1,72,21499.559271191443,0.15771616885966755,214593.6779372608,32.411937811130265,76991.50347321838,5412.080340790117
F009,2024,Manufacturing,North,medium,0.013871738666275647,1,1,1,87,20476.52570146852,0.23568589134473605,206709.410541068,35.75158706743954,29773.412587821407,29065.524630754797
F010,2015,Tech,North,large,0.012266728297979793,1,0,0,243,30843.49586689218,-0.10111294894837852,243544.85791277644,30.95486898682607,44337.996966722465,15039.157581527828
F010,2016,Tech,North,large,0.012266728297979793,1,0,0,337,12653.715157906088,0.10166945316561112,311436.61057891976,28.969287015459994,103889.53565042489,15831.427559508946
F010,2017,Tech,North,large,0.012266728297979793,1,0,0,268,16747.53948107244,0.03535257494041236,201358.2897026264,24.514622943842195,55523.45416143462,19960.60904774825
F010,2018,Tech,North,large,0.012266728297979793,1,0,0,159,23292.765654769257,0.05245482673945902,265136.5809149607,25.676950641204375,61071.298621870454,31897.645858307013
F010,2019,Tech,North,large,0.012266728297979793,1,0,0,178,18812.944583358152,0.11238961967769291,265771.9122675819,NA,53378.25391383626,32271.49940194615
F010,2020,Tech,North,large,0.012266728297979793,1,1,1,176,22766.9537537451,0.1372417577651114,308570.70848453837,30.56389657410599,46294.606950047186,40131.45326198416
F010,2021,Tech,North,large,0.012266728297979793,1,1,1,230,16004.015009170054,0.09605623592303188,206177.8660741172,25.5747401802408,64763.296531411,32184.343120523292
F010,2022,Tech,North,large,0.012266728297979793,1,1,1,220,18242.52860212983,0.10470184247835879,334738.4233060489,26.09462794639995,114348.80711773656,54071.27684154443
F010,2023,Tech,North,large,0.012266728297979793,1,1,1,246,17644.22061955696,0.1280437219689176,419970.4142486807,25.31554234979021,135101.25298224634,62846.27408918002
F010,2024,Tech,North,large,0.012266728297979793,1,1,1,181,13222.114923529425,0.20487644595616478,217347.73510757802,26.659349843746178,44663.06368948819,51251.491285511154
F011,2015,Retail,North,large,-0.1445889320902242,0,0,0,197,25186.49201144759,-0.25840708694833187,173152.85997480806,23.19943880775277,26583.619707308364,8056.94307119467
F011,2016,Retail,North,large,-0.1445889320902242,0,0,0,275,18226.3877951207,-0.23565680015592197,318534.1551491345,31.568269347089508,75861.43672053238,53729.044275484455
F011,2017,Retail,North,large,-0.1445889320902242,0,0,0,214,18131.764352566435,-0.054358131946696156,270593.75309723546,26.089698844240647,27395.84045712098,38259.1809539315
F011,2018,Retail,North,large,-0.1445889320902242,0,0,0,181,32472.065834721616,-0.1752127035045784,234709.98355688437,26.40982789987137,53632.02059367983,2347.099835568844
F011,2019,Retail,North,large,-0.1445889320902242,0,0,0,294,27825.55878862763,-0.13899034494811385,370414.63586706796,25.69838324389412,34100.90705850587,48971.1710638559
F011,2020,Retail,North,large,-0.1445889320902242,0,1,0,221,17278.398130387544,0.08318275826226164,234174.77870954655,32.820700195735924,39985.704058830335,43466.63676889172
F011,2021,Retail,North,large,-0.1445889320902242,0,1,0,167,29971.3583112944,-0.11705924480086666,315470.5894669535,29.902088898883502,37704.145742730245,37348.997361513124
F011,2022,Retail,North,large,-0.1445889320902242,0,1,0,367,19290.332158994795,-0.10518710432129219,234345.3958688638,24.645173415667003,37000.31571258119,21955.19380482211
F011,2023,Retail,North,large,-0.1445889320902242,0,1,0,155,18940.59873787665,-0.022133626749860552,333674.4855943965,32.32310109814131,21505.96321211536,44814.35497801603
F011,2024,Retail,North,large,-0.1445889320902242,0,1,0,129,23347.744073818827,0.012436935211028288,230845.04283408483,26.32690388711624,62044.55869652322,4399.924410395143
F012,2015,Tech,South,medium,-0.24968466399900108,0,0,0,41,25570.173706502075,-0.18602611960646798,150913.3032643461,30.7892896151776,49109.92443529181,14709.52169963788
F012,2016,Tech,South,medium,-0.24968466399900108,0,0,0,97,23443.740405425357,-0.024169050399837494,307104.6456268641,26.278060612583065,73005.17714515152,48306.393904694756
F012,2017,Tech,South,medium,-0.24968466399900108,0,0,0,68,22288.0142804027,-0.06485672038304424,173829.76450135506,25.171125144851487,26117.406709216422,11225.556287747284
F012,2018,Tech,South,medium,-0.24968466399900108,0,0,0,74,28001.32570256129,-0.12041013289780621,191766.85043583572,26.665556256976945,27574.629594563936,14762.465446832335
F012,2019,Tech,South,medium,-0.24968466399900108,0,0,0,87,34473.96155764723,-0.31200666543773403,114695.66062956855,23.500786320957683,9818.110785064675,10807.7069730245
F012,2020,Tech,South,medium,-0.24968466399900108,0,1,0,70,21208.222590725803,-0.2224789081123676,149278.92521272064,27.710073117302784,20560.77714398254,16403.118200808472
F012,2021,Tech,South,medium,-0.24968466399900108,0,1,0,49,40461.92940786062,-0.3555558575386056,159569.51946397417,24.86341864463181,10503.156854044333,24265.726070731438
F012,2022,Tech,South,medium,-0.24968466399900108,0,1,0,45,18174.06768726134,-0.2914223852902059,133366.04939611958,25.4503341645908,19072.343968118566,11119.934859935576
F012,2023,Tech,South,medium,-0.24968466399900108,0,1,0,72,49045.8083013143,-0.1503657444681623,184674.06608172896,25.823807617189726,47113.91670924337,43052.31268792765
F012,2024,Tech,South,medium,-0.24968466399900108,0,1,0,84,32438.54186052313,-0.1224889142753881,166291.9121903745,31.71425976758316,21725.656835928254,17005.449967728964
F013,2015,Retail,North,small,-6.0819500165041e-4,0,0,0,15,19408.49478325445,-0.08516914998747871,101140.50768201874,30.480205245808047,8786.477610919008,15618.659816640287
F013,2016,Retail,North,small,-6.0819500165041e-4,0,0,0,33,10467.409615010885,-0.02299255007768339,175318.21350348546,27.170933980105904,60373.254455728034,29105.40137060713
F013,2017,Retail,North,small,-6.0819500165041e-4,0,0,0,34,19161.966722930625,0.14355152106441801,183145.68629313514,30.745531541694223,NA,8560.385749947545
F013,2018,Retail,North,small,-6.0819500165041e-4,0,0,0,44,19503.334440519928,0.030966823764037366,144647.75901153535,29.10708397184943,47171.961833557565,13711.841000253213
F013,2019,Retail,North,small,-6.0819500165041e-4,0,0,0,32,36524.30864208602,0.13572914893002153,247062.3408689372,29.502732648132593,23917.560089097657,34216.16325627338
F013,2020,Retail,North,small,-6.0819500165041e-4,0,1,0,32,25126.60756156871,0.08948231817780547,201478.85163905376,22.289332891793173,26327.892934297743,27689.40998245603
F013,2021,Retail,North,small,-6.0819500165041e-4,0,1,0,36,11644.736610027963,0.03439036025124257,133253.62382705783,31.585255256285105,17495.30707584368,23284.53480224096
F013,2022,Retail,North,small,-6.0819500165041e-4,0,1,0,30,24232.271210504507,0.007080394608716366,135235.4650488014,26.180501455928876,46904.13645538756,14815.832686038
F013,2023,Retail,North,small,-6.0819500165041e-4,0,1,0,29,15835.622865393501,0.11798858789610883,128428.65758867931,30.401558283175873,28770.39388446446,20703.345748833188
F013,2024,Retail,North,small,-6.0819500165041e-4,0,1,0,31,12145.176987735987,0.03852447695368924,146534.89263160413,32.781277719466914,18766.237704768893,20665.061567585497
F014,2015,Tech,East,medium,0.16387797070324223,1,0,0,100,33579.225536558086,0.15729910106537348,357904.95598654705,NA,121310.04207963646,52974.08548153939
F014,2016,Tech,East,medium,0.16387797070324223,1,0,0,70,30049.370776093245,0.19902736330172519,245827.8127056766,24.119094735950668,60886.86373809844,29205.87901924101
F014,2017,Tech,East,medium,0.16387797070324223,1,0,0,69,21162.627400343175,0.17837470795894492,163974.66295144352,33.37644511544239,31956.866737238208,22360.55696535964
F014,2018,Tech,East,medium,0.16387797070324223,1,0,0,62,40260.055920827595,0.1172024405951916,262631.1807098096,30.21944427948635,30305.388740587412,26972.82282846183
F014,2019,Tech,East,medium,0.16387797070324223,1,0,0,60,21823.182919598545,0.11707438472276181,221161.7030551165,24.614316421038552,53049.99430351429,22291.202053180987
F014,2020,Tech,East,medium,0.16387797070324223,1,1,1,88,13495.552447991771,0.31894550301684965,186571.7464200576,27.36686489641857,51260.389679683256,29907.115263202653
F014,2021,Tech,East,medium,0.16387797070324223,1,1,1,127,33484.34288111076,0.35497474464280626,547596.1229938981,26.47158640212849,79186.68447493861,69607.05171079353
F014,2022,Tech,East,medium,0.16387797070324223,1,1,1,60,19220.82700584069,0.33870196525111573,209173.48391395426,27.625770466148442,13184.363169007444,33122.11300534848
F014,2023,Tech,East,medium,0.16387797070324223,1,1,1,76,25541.479287464954,0.3647628449074291,218114.37813154655,32.12868709155449,11249.434260775612,43924.07476142273
F014,2024,Tech,East,medium,0.16387797070324223,1,1,1,59,17621.32985606816,0.24534463165462345,164183.8191153725,33.12388458324484,28667.137265440204,30621.268500989972
F015,2015,Manufacturing,South,medium,0.3692105697441382,0,0,0,105,16210.899245698454,0.34715113175073453,251135.31212095052,31.05483785719955,80943.45784813793,11392.185514211693
F015,2016,Manufacturing,South,medium,0.3692105697441382,0,0,0,73,29866.759508872772,0.43933030183987765,277166.1641791239,24.020440217755368,73250.87495573392,28130.911353056978
F015,2017,Manufacturing,South,medium,0.3692105697441382,0,0,0,84,18684.686045330458,0.5020487928562269,379991.11789404554,27.01554462290433,130169.39589559035,37918.720289374
F015,2018,Manufacturing,South,medium,0.3692105697441382,0,0,0,89,21172.316144978075,0.3253234067593781,318954.9555036632,28.62558279704264,114634.85534981967,41018.9358432758
F015,2019,Manufacturing,South,medium,0.3692105697441382,0,0,0,58,32972.4837238408,0.27645246021232583,235521.93056638574,26.521553006689615,80721.8240848962,8828.578223090326
F015,2020,Manufacturing,South,medium,0.3692105697441382,0,1,0,78,10437.57349558284,0.4283548992251899,222519.83269976397,25.979764204884937,80492.28225360218,25267.79135337478
F015,2021,Manufacturing,South,medium,0.3692105697441382,0,1,0,75,18434.40093210976,0.45821132030011025,220160.57072419938,30.720727785942,30911.311362896995,10951.078808782833
F015,2022,Manufacturing,South,medium,0.3692105697441382,0,1,0,98,43710.61365010676,0.5111862343762172,451454.54413955763,30.728606310978083,168514.70919823172,61938.10758025782
F015,2023,Manufacturing,South,medium,0.3692105697441382,0,1,0,55,25542.904627136777,0.5656306423286074,272326.57892437314,31.366779555141413,28665.313246517715,12071.909120801254
F015,2024,Manufacturing,South,medium,0.3692105697441382,0,1,0,56,14198.416288262677,0.4547553373767244,294563.36637461034,32.213091913335255,22943.86015742222,2945.6336637461036
F016,2015,Manufacturing,West,large,-0.4772881970698034,0,0,0,277,25152.26992673478,-0.5847124573074732,161430.01908245968,29.883622620032785,46057.18813767476,25601.60930696896
F016,2016,Manufacturing,West,large,-0.4772881970698034,0,0,0,184,26001.840114443374,-0.5949455844782567,183639.62855745986,23.528536565535504,29747.606186756955,32499.21141790104
F016,2017,Manufacturing,West,large,-0.4772881970698034,0,0,0,180,19505.3760420521,-0.5899071113680814,118244.58565157307,NA,7887.176352571114,11465.151332714244
F016,2018,Manufacturing,West,large,-0.4772881970698034,0,0,0,228,20133.324626887348,-0.4499248729097256,153490.97570153335,30.083339706041833,46300.1129971724,13612.525108371055
F016,2019,Manufacturing,West,large,-0.4772881970698034,0,0,0,200,25243.937528043076,-0.40515616691501244,186910.28011063946,25.965461481715135,12752.742694972269,3886.3594674499423
F016,2020,Manufacturing,West,large,-0.4772881970698034,0,1,0,385,34334.6389201061,-0.4787970095523015,275303.24685244594,24.90030987400781,40467.93093526922,31675.642781684597
F016,2021,Manufacturing,West,large,-0.4772881970698034,0,1,0,238,19063.050164745295,-0.31143959574892055,233381.99395664403,27.324366509754046,33995.37580894324,25817.300616651155
F016,2022,Manufacturing,West,large,-0.4772881970698034,0,1,0,231,32881.9744206311,-0.36195254305376545,208131.0222133748,23.389902658999976,18274.925628672336,8644.088998548455
F016,2023,Manufacturing,West,large,-0.4772881970698034,0,1,0,291,13311.545514830013,-0.4161756740775396,157646.78411659846,24.01489157298769,36902.74217150806,8731.125321042999
F016,2024,Manufacturing,West,large,-0.4772881970698034,0,1,0,216,51369.49803723092,-0.3323252037891573,291843.7225946995,26.749169480697525,73782.7630909441,18382.555958112553
F017,2015,Services,East,large,-0.17560986832810233,0,0,0,223,28850.432799832088,-0.13945889448650572,269207.37230387,26.813862698455,16866.38349696681,23983.05757709482
F017,2016,Services,East,large,-0.17560986832810233,0,0,0,159,17713.64742097279,-0.19353680767376574,227390.627050576,25.515665310509412,24744.99690419155,28499.364014435367
F017,2017,Services,East,large,-0.17560986832810233,0,0,0,111,21242.133283194875,-0.11800741642576193,289615.01339593396,27.755600995558513,41035.0569587849,63784.68252460254
F017,2018,Services,East,large,-0.17560986832810233,0,0,0,153,14308.536380032725,-0.041803104674521266,227801.917576309,24.74764552558956,38463.17053348412,36373.38284282072
F017,2019,Services,East,large,-0.17560986832810233,0,0,0,228,15890.587758112899,-0.07044707909609756,326954.721403818,27.863985689448356,32640.043971258405,42535.553897739715
F017,2020,Services,East,large,-0.17560986832810233,0,1,0,161,24443.790126414824,-0.07676913731437214,202529.66696607877,23.21729510255698,39449.63642719837,19744.767583141624
F017,2021,Services,East,large,-0.17560986832810233,0,1,0,270,10693.76257802175,-0.1561537798555862,222416.36470046962,26.730157523608604,42944.78503571401,2224.1636470046965
F017,2022,Services,East,large,-0.17560986832810233,0,1,0,273,27918.287746701946,-0.09195988704740227,292373.73448453046,25.152199346800167,NA,32229.149727291187
F017,2023,Services,East,large,-0.17560986832810233,0,1,0,235,29517.366684180663,-0.1798491433165465,204810.43529274146,26.61765646781879,12342.44596693927,5976.973801483017
